id,name,brand,category,price,embedding_text
96,Salomon Comfort Spor Max,Salomon,Spor Ayakkabı,470.0,"Salomon Comfort Spor Max. Marka: Salomon. Kategori: Spor Ayakkabı. Salomon Comfort Spor Max, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, terletmeyen, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, terletmeyen, kaymaz taban. Fiyat: 470.0 TL. Sezon: 4 mevsim. Renk: Kırmızı. Cinsiyet: erkek."
97,Asics Comfort Spor X,Asics,Spor Şort,740.0,"Asics Comfort Spor X. Marka: Asics. Kategori: Spor Şort. Asics Comfort Spor X, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: dar kesim, geniş kesim. Fiyat: 740.0 TL. Sezon: yazlık. Renk: Siyah. Cinsiyet: unisex."
99,Reebok Speed Koşu 3.0,Reebok,Koşu Ayakkabısı,2650.0,"Reebok Speed Koşu 3.0. Marka: Reebok. Kategori: Koşu Ayakkabısı. Reebok Speed Koşu 3.0, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, geniş burun. Fiyat: 2650.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: erkek."
100,Under Armour Comfort Spor V2,Under Armour,Spor Şort,380.0,"Under Armour Comfort Spor V2. Marka: Under Armour. Kategori: Spor Şort. Under Armour Comfort Spor V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: dar kesim, esnek bel. Fiyat: 380.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: kadın."
101,New Balance Ultra Spor Plus,New Balance,Spor Tişört,920.0,"New Balance Ultra Spor Plus. Marka: New Balance. Kategori: Spor Tişört. New Balance Ultra Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: elastik, antimikrobiyal, reflektif bant. Fiyat: 920.0 TL. Sezon: 4 mevsim. Renk: Mor. Cinsiyet: kadın."
102,Columbia Comfort Koşu 3.0,Columbia,Koşu Ayakkabısı,1410.0,"Columbia Comfort Koşu 3.0. Marka: Columbia. Kategori: Koşu Ayakkabısı. Columbia Comfort Koşu 3.0, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, yastıklı taban. Fiyat: 1410.0 TL. Sezon: yazlık. Renk: Mor. Cinsiyet: unisex."
103,Puma Speed Koşu Plus,Puma,Koşu Ayakkabısı,2280.0,"Puma Speed Koşu Plus. Marka: Puma. Kategori: Koşu Ayakkabısı. Puma Speed Koşu Plus, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yastıklı taban, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, yastıklı taban, yüksek koşu verimi, nefes alan, hafif. Fiyat: 2280.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: unisex."
104,Adidas Elite Spor X,Adidas,Spor Ayakkabı,3080.0,"Adidas Elite Spor X. Marka: Adidas. Kategori: Spor Ayakkabı. Adidas Elite Spor X, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, hafif, amortisörlü, yüksek taban. Fiyat: 3080.0 TL. Sezon: kışlık. Renk: Turuncu. Cinsiyet: kadın."
105,Nike Air Spor X,Nike,Spor Tişört,540.0,"Nike Air Spor X. Marka: Nike. Kategori: Spor Tişört. Nike Air Spor X, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: elastik, antimikrobiyal, reflektif bant, hafif. Fiyat: 540.0 TL. Sezon: 4 mevsim. Renk: Kırmızı. Cinsiyet: erkek."
106,Salomon Profesyonel Spor Plus,Salomon,Spor Ayakkabı,1050.0,"Salomon Profesyonel Spor Plus. Marka: Salomon. Kategori: Spor Ayakkabı. Salomon Profesyonel Spor Plus, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, kaymaz taban. Fiyat: 1050.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: kadın."
107,Columbia Ultra Spor Plus,Columbia,Spor Tişört,190.0,"Columbia Ultra Spor Plus. Marka: Columbia. Kategori: Spor Tişört. Columbia Ultra Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, nem emici, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, nem emici, reflektif bant, hızlı kuruyan. Fiyat: 190.0 TL. Sezon: 4 mevsim. Renk: Turuncu. Cinsiyet: unisex."
108,Columbia Elite Spor V2,Columbia,Spor Tişört,500.0,"Columbia Elite Spor V2. Marka: Columbia. Kategori: Spor Tişört. Columbia Elite Spor V2, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, antimikrobiyal, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, antimikrobiyal, hızlı kuruyan. Fiyat: 500.0 TL. Sezon: 4 mevsim. Renk: Mor. Cinsiyet: erkek."
109,Columbia Comfort Spor Boost,Columbia,Spor Ayakkabı,430.0,"Columbia Comfort Spor Boost. Marka: Columbia. Kategori: Spor Ayakkabı. Columbia Comfort Spor Boost, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, su geçirmez, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: terletmeyen, su geçirmez, yüksek taban. Fiyat: 430.0 TL. Sezon: 4 mevsim. Renk: Sarı. Cinsiyet: unisex."
110,New Balance Comfort Spor X,New Balance,Spor Tişört,810.0,"New Balance Comfort Spor X. Marka: New Balance. Kategori: Spor Tişört. New Balance Comfort Spor X, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hızlı kuruyan, antimikrobiyal, reflektif bant, hafif, elastik. Fiyat: 810.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: unisex."
111,Under Armour Ultra Koşu 3.0,Under Armour,Koşu Ayakkabısı,2990.0,"Under Armour Ultra Koşu 3.0. Marka: Under Armour. Kategori: Koşu Ayakkabısı. Under Armour Ultra Koşu 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yastıklı taban, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, yastıklı taban, amortisörlü, karbon plaka. Fiyat: 2990.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: erkek."
112,Columbia Comfort Koşu Lite,Columbia,Koşu Ayakkabısı,1260.0,"Columbia Comfort Koşu Lite. Marka: Columbia. Kategori: Koşu Ayakkabısı. Columbia Comfort Koşu Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, nefes alan, geniş burun, amortisörlü. Fiyat: 1260.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: unisex."
113,New Balance Profesyonel Spor Lite,New Balance,Spor Tişört,670.0,"New Balance Profesyonel Spor Lite. Marka: New Balance. Kategori: Spor Tişört. New Balance Profesyonel Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, hızlı kuruyan, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nem emici, hızlı kuruyan, reflektif bant. Fiyat: 670.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: kadın."
114,Columbia Pro Spor X,Columbia,Spor Şort,470.0,"Columbia Pro Spor X. Marka: Columbia. Kategori: Spor Şort. Columbia Pro Spor X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: fermuarlı cep, esnek bel, geniş kesim, hızlı kuruyan, hafif. Fiyat: 470.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: erkek."
116,New Balance Air Spor Lite,New Balance,Spor Tişört,160.0,"New Balance Air Spor Lite. Marka: New Balance. Kategori: Spor Tişört. New Balance Air Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, nem emici, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, nem emici, antimikrobiyal, hafif, elastik. Fiyat: 160.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: erkek."
117,Columbia Pro Koşu Plus,Columbia,Koşu Ayakkabısı,2470.0,"Columbia Pro Koşu Plus. Marka: Columbia. Kategori: Koşu Ayakkabısı. Columbia Pro Koşu Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, geniş burun, yastıklı taban. Fiyat: 2470.0 TL. Sezon: 4 mevsim. Renk: Beyaz. Cinsiyet: erkek."
118,Columbia Elite Spor Plus,Columbia,Spor Şort,660.0,"Columbia Elite Spor Plus. Marka: Columbia. Kategori: Spor Şort. Columbia Elite Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, geniş kesim, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: dar kesim, geniş kesim, hafif. Fiyat: 660.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: unisex."
120,Salomon Speed Spor V2,Salomon,Spor Tişört,290.0,"Salomon Speed Spor V2. Marka: Salomon. Kategori: Spor Tişört. Salomon Speed Spor V2, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hızlı kuruyan, hafif, UV korumalı, reflektif bant, antimikrobiyal. Fiyat: 290.0 TL. Sezon: 4 mevsim. Renk: Beyaz. Cinsiyet: erkek."
121,Puma Pro Spor X,Puma,Spor Ayakkabı,2910.0,"Puma Pro Spor X. Marka: Puma. Kategori: Spor Ayakkabı. Puma Pro Spor X, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, nefes alan, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: kaymaz taban, nefes alan, ortopedik, yüksek taban, su geçirmez. Fiyat: 2910.0 TL. Sezon: kışlık. Renk: Yeşil. Cinsiyet: kadın."
122,Salomon Air Koşu V2,Salomon,Koşu Ayakkabısı,3160.0,"Salomon Air Koşu V2. Marka: Salomon. Kategori: Koşu Ayakkabısı. Salomon Air Koşu V2, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, hafif, yüksek koşu verimi, geniş burun. Fiyat: 3160.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: unisex."
123,Asics Ultra Spor 3.0,Asics,Spor Tişört,560.0,"Asics Ultra Spor 3.0. Marka: Asics. Kategori: Spor Tişört. Asics Ultra Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, elastik, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: antimikrobiyal, elastik, hafif. Fiyat: 560.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: kadın."
124,Under Armour Ultra Spor Lite,Under Armour,Spor Tişört,240.0,"Under Armour Ultra Spor Lite. Marka: Under Armour. Kategori: Spor Tişört. Under Armour Ultra Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: reflektif bant, antimikrobiyal. Fiyat: 240.0 TL. Sezon: 4 mevsim. Renk: Yeşil. Cinsiyet: kadın."
125,Under Armour Profesyonel Spor Plus,Under Armour,Spor Tişört,450.0,"Under Armour Profesyonel Spor Plus. Marka: Under Armour. Kategori: Spor Tişört. Under Armour Profesyonel Spor Plus, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, elastik. Fiyat: 450.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: erkek."
126,Adidas Pro Spor X,Adidas,Spor Şort,750.0,"Adidas Pro Spor X. Marka: Adidas. Kategori: Spor Şort. Adidas Pro Spor X, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: esnek bel, hızlı kuruyan. Fiyat: 750.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: unisex."
127,Puma Comfort Spor Lite,Puma,Spor Tişört,750.0,"Puma Comfort Spor Lite. Marka: Puma. Kategori: Spor Tişört. Puma Comfort Spor Lite, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, nem emici, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: elastik, nem emici, reflektif bant, hızlı kuruyan, hafif. Fiyat: 750.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: kadın."
128,Skechers Speed Spor Lite,Skechers,Spor Şort,690.0,"Skechers Speed Spor Lite. Marka: Skechers. Kategori: Spor Şort. Skechers Speed Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, hafif, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş kesim, hafif, dar kesim, hızlı kuruyan. Fiyat: 690.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: kadın."
130,Puma Pro Spor Boost,Puma,Spor Tişört,970.0,"Puma Pro Spor Boost. Marka: Puma. Kategori: Spor Tişört. Puma Pro Spor Boost, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, nem emici, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: reflektif bant, nem emici, UV korumalı, antimikrobiyal, hızlı kuruyan. Fiyat: 970.0 TL. Sezon: yazlık. Renk: Yeşil. Cinsiyet: erkek."
131,New Balance Pro Spor X,New Balance,Spor Ayakkabı,2060.0,"New Balance Pro Spor X. Marka: New Balance. Kategori: Spor Ayakkabı. New Balance Pro Spor X, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, ortopedik, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, ortopedik, su geçirmez, hafif. Fiyat: 2060.0 TL. Sezon: kışlık. Renk: Turuncu. Cinsiyet: unisex."
132,Asics Pro Koşu Boost,Asics,Koşu Ayakkabısı,3600.0,"Asics Pro Koşu Boost. Marka: Asics. Kategori: Koşu Ayakkabısı. Asics Pro Koşu Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, yastıklı taban. Fiyat: 3600.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: erkek."
134,Skechers Ultra Koşu Max,Skechers,Koşu Ayakkabısı,2310.0,"Skechers Ultra Koşu Max. Marka: Skechers. Kategori: Koşu Ayakkabısı. Skechers Ultra Koşu Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, nefes alan, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş burun, nefes alan, yüksek koşu verimi, amortisörlü. Fiyat: 2310.0 TL. Sezon: yazlık. Renk: Beyaz. Cinsiyet: unisex."
135,Adidas Air Spor Max,Adidas,Spor Şort,480.0,"Adidas Air Spor Max. Marka: Adidas. Kategori: Spor Şort. Adidas Air Spor Max, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, hafif, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: fermuarlı cep, hafif, dar kesim, geniş kesim, hızlı kuruyan. Fiyat: 480.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: kadın."
136,Puma Elite Spor Plus,Puma,Spor Ayakkabı,810.0,"Puma Elite Spor Plus. Marka: Puma. Kategori: Spor Ayakkabı. Puma Elite Spor Plus, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, hafif. Fiyat: 810.0 TL. Sezon: 4 mevsim. Renk: Gri. Cinsiyet: erkek."
137,Reebok Comfort Spor X,Reebok,Spor Tişört,650.0,"Reebok Comfort Spor X. Marka: Reebok. Kategori: Spor Tişört. Reebok Comfort Spor X, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nem emici, hızlı kuruyan. Fiyat: 650.0 TL. Sezon: 4 mevsim. Renk: Lacivert. Cinsiyet: erkek."
138,Reebok Profesyonel Spor Lite,Reebok,Spor Tişört,470.0,"Reebok Profesyonel Spor Lite. Marka: Reebok. Kategori: Spor Tişört. Reebok Profesyonel Spor Lite, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nem emici, UV korumalı. Fiyat: 470.0 TL. Sezon: 4 mevsim. Renk: Lacivert. Cinsiyet: kadın."
139,Skechers Pro Spor Lite,Skechers,Spor Tişört,880.0,"Skechers Pro Spor Lite. Marka: Skechers. Kategori: Spor Tişört. Skechers Pro Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: antimikrobiyal, hafif, hızlı kuruyan. Fiyat: 880.0 TL. Sezon: 4 mevsim. Renk: Turuncu. Cinsiyet: unisex."
141,Under Armour Pro Spor V2,Under Armour,Spor Ayakkabı,520.0,"Under Armour Pro Spor V2. Marka: Under Armour. Kategori: Spor Ayakkabı. Under Armour Pro Spor V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, su geçirmez, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, su geçirmez, ortopedik, hafif, yüksek taban. Fiyat: 520.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: erkek."
142,Asics Profesyonel Spor 3.0,Asics,Spor Tişört,480.0,"Asics Profesyonel Spor 3.0. Marka: Asics. Kategori: Spor Tişört. Asics Profesyonel Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: reflektif bant, hızlı kuruyan. Fiyat: 480.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: unisex."
143,Reebok Profesyonel Spor Plus,Reebok,Spor Ayakkabı,680.0,"Reebok Profesyonel Spor Plus. Marka: Reebok. Kategori: Spor Ayakkabı. Reebok Profesyonel Spor Plus, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: ortopedik, kaymaz taban. Fiyat: 680.0 TL. Sezon: 4 mevsim. Renk: Lacivert. Cinsiyet: unisex."
144,Adidas Air Spor X,Adidas,Spor Şort,460.0,"Adidas Air Spor X. Marka: Adidas. Kategori: Spor Şort. Adidas Air Spor X, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, hızlı kuruyan, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, hızlı kuruyan, esnek bel, fermuarlı cep. Fiyat: 460.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: kadın."
145,Nike Air Spor Boost,Nike,Spor Ayakkabı,3240.0,"Nike Air Spor Boost. Marka: Nike. Kategori: Spor Ayakkabı. Nike Air Spor Boost, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, terletmeyen. Fiyat: 3240.0 TL. Sezon: kışlık. Renk: Yeşil. Cinsiyet: kadın."
146,Columbia Comfort Spor X,Columbia,Spor Ayakkabı,3110.0,"Columbia Comfort Spor X. Marka: Columbia. Kategori: Spor Ayakkabı. Columbia Comfort Spor X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, nefes alan, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, nefes alan, ortopedik. Fiyat: 3110.0 TL. Sezon: yazlık. Renk: Beyaz. Cinsiyet: kadın."
147,Asics Speed Spor Boost,Asics,Spor Tişört,1000.0,"Asics Speed Spor Boost. Marka: Asics. Kategori: Spor Tişört. Asics Speed Spor Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, reflektif bant, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: antimikrobiyal, reflektif bant, hızlı kuruyan, elastik. Fiyat: 1000.0 TL. Sezon: 4 mevsim. Renk: Turuncu. Cinsiyet: unisex."
148,Columbia Pro Spor Lite,Columbia,Spor Tişört,240.0,"Columbia Pro Spor Lite. Marka: Columbia. Kategori: Spor Tişört. Columbia Pro Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, nem emici. Fiyat: 240.0 TL. Sezon: 4 mevsim. Renk: Gri. Cinsiyet: unisex."
150,Under Armour Elite Spor 3.0,Under Armour,Spor Şort,210.0,"Under Armour Elite Spor 3.0. Marka: Under Armour. Kategori: Spor Şort. Under Armour Elite Spor 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, fermuarlı cep, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: esnek bel, fermuarlı cep, geniş kesim. Fiyat: 210.0 TL. Sezon: yazlık. Renk: Beyaz. Cinsiyet: erkek."
151,Adidas Ultra Spor Boost,Adidas,Spor Ayakkabı,3400.0,"Adidas Ultra Spor Boost. Marka: Adidas. Kategori: Spor Ayakkabı. Adidas Ultra Spor Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, hafif, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: terletmeyen, hafif, su geçirmez, nefes alan. Fiyat: 3400.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: unisex."
152,Adidas Profesyonel Spor X,Adidas,Spor Tişört,640.0,"Adidas Profesyonel Spor X. Marka: Adidas. Kategori: Spor Tişört. Adidas Profesyonel Spor X, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hızlı kuruyan, hafif, elastik. Fiyat: 640.0 TL. Sezon: 4 mevsim. Renk: Beyaz. Cinsiyet: unisex."
