id,name,brand,category,description,price,original_price,stock_quantity,gender,season,color,sizes,features,rating,review_count,is_active
138,Reebok Profesyonel Spor Lite,Reebok,Spor Tişört,"Reebok Profesyonel Spor Lite, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",470.0,470.0,34,kadın,4 mevsim,Lacivert,"[""M"", ""XL"", ""XS"", ""XXL""]","[""nem emici"", ""UV korumal\u0131""]",4.3,346,True
139,Skechers Pro Spor Lite,Skechers,Spor Tişört,"Skechers Pro Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",880.0,1000.0,192,unisex,4 mevsim,Turuncu,"[""L"", ""M"", ""XL"", ""XS"", ""XXL""]","[""antimikrobiyal"", ""hafif"", ""h\u0131zl\u0131 kuruyan""]",3.2,373,True
140,Adidas Ultra Spor Max,Adidas,Spor Şort,"Adidas Ultra Spor Max, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, esnek bel, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",310.0,450.0,61,unisex,yazlık,Yeşil,"[""L"", ""M"", ""XL"", ""XS""]","[""dar kesim"", ""esnek bel"", ""h\u0131zl\u0131 kuruyan"", ""geni\u015f kesim""]",4.0,57,True
141,Under Armour Pro Spor V2,Under Armour,Spor Ayakkabı,"Under Armour Pro Spor V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, su geçirmez, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",520.0,580.0,15,erkek,yazlık,Sarı,"[""36"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""nefes alan"", ""su ge\u00e7irmez"", ""ortopedik"", ""hafif"", ""y\u00fcksek taban""]",4.9,203,True
142,Asics Profesyonel Spor 3.0,Asics,Spor Tişört,"Asics Profesyonel Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",480.0,480.0,166,unisex,yazlık,Mavi,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""reflektif bant"", ""h\u0131zl\u0131 kuruyan""]",4.4,33,True
143,Reebok Profesyonel Spor Plus,Reebok,Spor Ayakkabı,"Reebok Profesyonel Spor Plus, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",680.0,680.0,179,unisex,4 mevsim,Lacivert,"[""37"", ""38"", ""40"", ""42"", ""44"", ""45""]","[""ortopedik"", ""kaymaz taban""]",3.0,254,True
144,Adidas Air Spor X,Adidas,Spor Şort,"Adidas Air Spor X, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, hızlı kuruyan, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",460.0,660.0,42,kadın,yazlık,Turuncu,"[""M"", ""S"", ""XL"", ""XS""]","[""hafif"", ""h\u0131zl\u0131 kuruyan"", ""esnek bel"", ""fermuarl\u0131 cep""]",3.7,130,True
145,Nike Air Spor Boost,Nike,Spor Ayakkabı,"Nike Air Spor Boost, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3240.0,4810.0,9,kadın,kışlık,Yeşil,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""y\u00fcksek taban"", ""terletmeyen""]",4.1,467,True
146,Columbia Comfort Spor X,Columbia,Spor Ayakkabı,"Columbia Comfort Spor X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, nefes alan, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3110.0,3110.0,198,kadın,yazlık,Beyaz,"[""36"", ""38"", ""43"", ""44""]","[""y\u00fcksek taban"", ""nefes alan"", ""ortopedik""]",4.7,167,True
147,Asics Speed Spor Boost,Asics,Spor Tişört,"Asics Speed Spor Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, reflektif bant, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1000.0,1000.0,187,unisex,4 mevsim,Turuncu,"[""L"", ""S"", ""XL"", ""XS""]","[""antimikrobiyal"", ""reflektif bant"", ""h\u0131zl\u0131 kuruyan"", ""elastik""]",4.8,389,True
148,Columbia Pro Spor Lite,Columbia,Spor Tişört,"Columbia Pro Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",240.0,240.0,60,unisex,4 mevsim,Gri,"[""L"", ""M"", ""S"", ""XS""]","[""UV korumal\u0131"", ""nem emici""]",3.8,492,True
149,Columbia Elite Spor Lite,Columbia,Spor Tişört,"Columbia Elite Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",210.0,210.0,111,unisex,yazlık,Yeşil,"[""M"", ""S"", ""XL"", ""XXL""]","[""elastik"", ""antimikrobiyal"", ""nem emici"", ""reflektif bant""]",4.3,66,True
150,Under Armour Elite Spor 3.0,Under Armour,Spor Şort,"Under Armour Elite Spor 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, fermuarlı cep, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",210.0,210.0,104,erkek,yazlık,Beyaz,"[""L"", ""M"", ""S"", ""XXL""]","[""esnek bel"", ""fermuarl\u0131 cep"", ""geni\u015f kesim""]",3.2,183,True
151,Adidas Ultra Spor Boost,Adidas,Spor Ayakkabı,"Adidas Ultra Spor Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, hafif, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3400.0,3400.0,12,unisex,yazlık,Kırmızı,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""terletmeyen"", ""hafif"", ""su ge\u00e7irmez"", ""nefes alan""]",4.4,133,True
152,Adidas Profesyonel Spor X,Adidas,Spor Tişört,"Adidas Profesyonel Spor X, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",640.0,910.0,5,unisex,4 mevsim,Beyaz,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""hafif"", ""elastik""]",5.0,101,True
153,Nike Ultra Koşu Max,Nike,Koşu Ayakkabısı,"Nike Ultra Koşu Max, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1280.0,1500.0,71,unisex,4 mevsim,Yeşil,"[""39"", ""40"", ""44"", ""45""]","[""y\u00fcksek ko\u015fu verimi"", ""geni\u015f burun"", ""nefes alan"", ""amortis\u00f6rl\u00fc"", ""yast\u0131kl\u0131 taban""]",3.9,76,True
154,Columbia Elite Koşu X,Columbia,Koşu Ayakkabısı,"Columbia Elite Koşu X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3390.0,3390.0,63,kadın,yazlık,Kırmızı,"[""36"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""hafif"", ""nefes alan""]",4.3,410,True
155,Reebok Pro Spor V2,Reebok,Spor Şort,"Reebok Pro Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",140.0,140.0,135,erkek,yazlık,Gri,"[""M"", ""S"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""geni\u015f kesim""]",3.7,299,True
156,Asics Speed Spor Boost,Asics,Spor Tişört,"Asics Speed Spor Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",300.0,300.0,188,kadın,4 mevsim,Lacivert,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""hafif"", ""h\u0131zl\u0131 kuruyan""]",4.4,467,True
157,Puma Elite Spor X,Puma,Spor Şort,"Puma Elite Spor X, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",430.0,430.0,157,erkek,yazlık,Mor,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""esnek bel"", ""fermuarl\u0131 cep""]",3.4,66,True
158,Salomon Comfort Spor V2,Salomon,Spor Tişört,"Salomon Comfort Spor V2, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",750.0,750.0,150,erkek,4 mevsim,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XXL""]","[""hafif"", ""reflektif bant""]",3.2,154,True
159,Puma Comfort Spor Max,Puma,Spor Şort,"Puma Comfort Spor Max, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, geniş kesim, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",190.0,190.0,179,unisex,yazlık,Gri,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""geni\u015f kesim"", ""dar kesim"", ""hafif""]",4.9,200,True
160,Puma Pro Koşu Lite,Puma,Koşu Ayakkabısı,"Puma Pro Koşu Lite, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4200.0,4200.0,186,erkek,4 mevsim,Beyaz,"[""39"", ""40"", ""41"", ""44""]","[""karbon plaka"", ""hafif""]",4.8,228,True
161,Under Armour Pro Spor Boost,Under Armour,Spor Ayakkabı,"Under Armour Pro Spor Boost, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3400.0,3400.0,126,kadın,kışlık,Yeşil,"[""37"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""terletmeyen"", ""amortis\u00f6rl\u00fc""]",4.8,179,True
162,Nike Pro Spor X,Nike,Spor Ayakkabı,"Nike Pro Spor X, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, terletmeyen, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2640.0,2640.0,23,kadın,yazlık,Lacivert,"[""36"", ""37"", ""38"", ""39"", ""40"", ""42"", ""45""]","[""ortopedik"", ""terletmeyen"", ""nefes alan"", ""su ge\u00e7irmez""]",3.7,314,True
163,Under Armour Ultra Spor V2,Under Armour,Spor Ayakkabı,"Under Armour Ultra Spor V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, kaymaz taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2130.0,2130.0,39,erkek,yazlık,Yeşil,"[""36"", ""37"", ""40"", ""41"", ""42"", ""43"", ""45""]","[""ortopedik"", ""kaymaz taban"", ""su ge\u00e7irmez"", ""nefes alan"", ""hafif""]",3.1,1,True
164,Asics Profesyonel Spor Plus,Asics,Spor Tişört,"Asics Profesyonel Spor Plus, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",230.0,230.0,47,kadın,4 mevsim,Gri,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""UV korumal\u0131"", ""elastik""]",3.7,195,True
165,Asics Ultra Koşu Boost,Asics,Koşu Ayakkabısı,"Asics Ultra Koşu Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yastıklı taban, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4140.0,4140.0,193,unisex,yazlık,Mavi,"[""40"", ""42"", ""44"", ""45""]","[""amortis\u00f6rl\u00fc"", ""yast\u0131kl\u0131 taban"", ""karbon plaka"", ""geni\u015f burun""]",4.2,283,True
166,Salomon Ultra Koşu Plus,Salomon,Koşu Ayakkabısı,"Salomon Ultra Koşu Plus, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, nefes alan, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4770.0,5650.0,49,kadın,yazlık,Lacivert,"[""38"", ""39"", ""42"", ""45""]","[""yast\u0131kl\u0131 taban"", ""nefes alan"", ""y\u00fcksek ko\u015fu verimi"", ""karbon plaka""]",3.3,216,True
167,Under Armour Comfort Spor Boost,Under Armour,Spor Şort,"Under Armour Comfort Spor Boost, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",700.0,700.0,3,unisex,yazlık,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""hafif""]",4.6,319,True
168,Adidas Speed Spor Boost,Adidas,Spor Ayakkabı,"Adidas Speed Spor Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1140.0,1140.0,146,kadın,4 mevsim,Yeşil,"[""38"", ""40"", ""42"", ""44"", ""45""]","[""ortopedik"", ""nefes alan""]",4.2,19,True
169,Nike Elite Koşu 3.0,Nike,Koşu Ayakkabısı,"Nike Elite Koşu 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, geniş burun, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2020.0,2020.0,79,kadın,4 mevsim,Siyah,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""yast\u0131kl\u0131 taban"", ""geni\u015f burun"", ""nefes alan""]",3.6,251,True
170,Skechers Ultra Spor Boost,Skechers,Spor Tişört,"Skechers Ultra Spor Boost, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, elastik, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",750.0,750.0,199,erkek,yazlık,Gri,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""antimikrobiyal"", ""elastik"", ""reflektif bant"", ""UV korumal\u0131"", ""nem emici""]",4.7,450,True
171,Skechers Profesyonel Spor 3.0,Skechers,Spor Ayakkabı,"Skechers Profesyonel Spor 3.0, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, su geçirmez, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2480.0,3210.0,114,kadın,4 mevsim,Beyaz,"[""36"", ""37"", ""38"", ""41"", ""42"", ""44"", ""45""]","[""ortopedik"", ""su ge\u00e7irmez"", ""y\u00fcksek taban""]",3.4,445,True
172,Nike Elite Spor X,Nike,Spor Şort,"Nike Elite Spor X, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, fermuarlı cep, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",290.0,290.0,5,unisex,yazlık,Kırmızı,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""geni\u015f kesim"", ""fermuarl\u0131 cep"", ""dar kesim""]",4.7,495,True
173,Asics Speed Spor Boost,Asics,Spor Tişört,"Asics Speed Spor Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hafif, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",360.0,360.0,173,kadın,4 mevsim,Turuncu,"[""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""antimikrobiyal"", ""hafif"", ""UV korumal\u0131"", ""elastik""]",4.0,319,True
174,Asics Comfort Spor X,Asics,Spor Şort,"Asics Comfort Spor X, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hızlı kuruyan, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",230.0,230.0,61,kadın,yazlık,Gri,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""h\u0131zl\u0131 kuruyan"", ""geni\u015f kesim"", ""hafif"", ""fermuarl\u0131 cep""]",4.8,412,True
175,Asics Elite Spor Plus,Asics,Spor Şort,"Asics Elite Spor Plus, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, esnek bel, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",450.0,450.0,168,unisex,yazlık,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XS""]","[""dar kesim"", ""esnek bel"", ""fermuarl\u0131 cep"", ""hafif"", ""geni\u015f kesim""]",4.8,92,True
176,Under Armour Comfort Spor X,Under Armour,Spor Tişört,"Under Armour Comfort Spor X, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, hızlı kuruyan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",370.0,530.0,120,kadın,4 mevsim,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""UV korumal\u0131"", ""h\u0131zl\u0131 kuruyan"", ""hafif""]",3.1,324,True
177,Columbia Pro Koşu Plus,Columbia,Koşu Ayakkabısı,"Columbia Pro Koşu Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2340.0,2340.0,117,erkek,yazlık,Mavi,"[""36"", ""37"", ""38"", ""39"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""y\u00fcksek ko\u015fu verimi"", ""karbon plaka""]",3.3,441,True
178,Skechers Pro Spor V2,Skechers,Spor Ayakkabı,"Skechers Pro Spor V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: su geçirmez, yüksek taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2330.0,2330.0,122,unisex,yazlık,Yeşil,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43""]","[""su ge\u00e7irmez"", ""y\u00fcksek taban"", ""terletmeyen""]",3.8,19,True
179,New Balance Ultra Spor Lite,New Balance,Spor Ayakkabı,"New Balance Ultra Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, hafif, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",830.0,830.0,76,unisex,4 mevsim,Gri,"[""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""ortopedik"", ""hafif"", ""terletmeyen"", ""y\u00fcksek taban""]",4.9,233,True
180,Puma Air Spor Plus,Puma,Spor Tişört,"Puma Air Spor Plus, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",650.0,810.0,166,erkek,yazlık,Siyah,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""hafif""]",4.6,192,True
181,Nike Comfort Spor X,Nike,Spor Ayakkabı,"Nike Comfort Spor X, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yüksek taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",960.0,960.0,2,unisex,kışlık,Lacivert,"[""38"", ""39"", ""40"", ""44""]","[""amortis\u00f6rl\u00fc"", ""y\u00fcksek taban"", ""terletmeyen"", ""ortopedik"", ""su ge\u00e7irmez""]",3.6,338,True
182,Columbia Comfort Spor Max,Columbia,Spor Ayakkabı,"Columbia Comfort Spor Max, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2250.0,2250.0,133,kadın,yazlık,Kırmızı,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""ortopedik"", ""terletmeyen""]",4.9,183,True
183,New Balance Profesyonel Spor X,New Balance,Spor Şort,"New Balance Profesyonel Spor X, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",640.0,890.0,65,erkek,yazlık,Beyaz,"[""L"", ""M"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""geni\u015f kesim""]",4.3,233,True
184,Asics Pro Spor Boost,Asics,Spor Ayakkabı,"Asics Pro Spor Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, kaymaz taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2420.0,3010.0,112,erkek,yazlık,Lacivert,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""nefes alan"", ""kaymaz taban"", ""terletmeyen"", ""amortis\u00f6rl\u00fc""]",4.9,137,True
185,Skechers Air Koşu Plus,Skechers,Koşu Ayakkabısı,"Skechers Air Koşu Plus, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, karbon plaka, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4600.0,4600.0,145,erkek,yazlık,Yeşil,"[""36"", ""37"", ""39"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""yast\u0131kl\u0131 taban"", ""karbon plaka"", ""y\u00fcksek ko\u015fu verimi""]",4.4,92,True
186,Reebok Elite Spor X,Reebok,Spor Ayakkabı,"Reebok Elite Spor X, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2760.0,2760.0,144,erkek,kışlık,Mor,"[""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""ortopedik"", ""kaymaz taban""]",3.4,489,True
187,Columbia Speed Spor X,Columbia,Spor Tişört,"Columbia Speed Spor X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",210.0,210.0,61,kadın,4 mevsim,Lacivert,"[""L"", ""S"", ""XL"", ""XXL""]","[""antimikrobiyal"", ""h\u0131zl\u0131 kuruyan""]",3.7,142,True
188,Adidas Elite Spor Plus,Adidas,Spor Tişört,"Adidas Elite Spor Plus, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, elastik, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",240.0,240.0,142,unisex,4 mevsim,Siyah,"[""L"", ""M"", ""XL"", ""XXL""]","[""nem emici"", ""elastik"", ""antimikrobiyal"", ""UV korumal\u0131"", ""hafif""]",4.1,422,True
189,Skechers Pro Spor 3.0,Skechers,Spor Tişört,"Skechers Pro Spor 3.0, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",800.0,800.0,183,kadın,4 mevsim,Mor,"[""L"", ""S"", ""XL"", ""XS"", ""XXL""]","[""hafif"", ""h\u0131zl\u0131 kuruyan""]",4.3,366,True
190,Asics Speed Spor Max,Asics,Spor Şort,"Asics Speed Spor Max, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",170.0,170.0,48,erkek,yazlık,Yeşil,"[""L"", ""M"", ""S"", ""XL"", ""XXL""]","[""dar kesim"", ""esnek bel"", ""geni\u015f kesim"", ""hafif""]",3.2,436,True
